controller,seed,window_size,start_step,end_step,count_noise_std,target_noise_std,hidden_weather_regime,hidden_weather_temp_c,hidden_weather_rain,hidden_weather_humidity,hidden_weather_wind,ground_truth_motorcycle_stopped_count,ground_truth_motorcycle_moving_count,ground_truth_car_stopped_count,ground_truth_car_moving_count,observed_motorcycle_stopped_count,observed_motorcycle_moving_count,observed_car_stopped_count,observed_car_moving_count,ground_truth_total_co2,ground_truth_total_co,ground_truth_total_nox,observed_total_co2,observed_total_co,observed_total_nox,measurement_error_co2,measurement_error_co,measurement_error_nox
ai,10,10,80,89,0.030000,0.050000,rain,24.930698,0.493010,0.880409,0.238524,37,104,36,170,36,107,37,168,10602.464614,508.783551,92.982363,10027.460401,473.323604,95.066792,-575.004213,-35.459947,2.084429
ai,10,10,90,99,0.030000,0.050000,rain,22.692969,0.555032,0.894913,0.224406,78,68,74,145,76,68,73,145,10715.362660,527.541592,93.411649,11765.511454,543.926335,90.987354,1050.148794,16.384743,-2.424294
ai,10,10,100,109,0.030000,0.050000,clear,29.244681,0.000000,0.486418,0.179673,48,113,56,145,47,113,54,142,9724.745041,486.221339,84.981870,9918.581348,490.005318,80.533558,193.836306,3.783979,-4.448312
ai,10,10,110,119,0.030000,0.050000,rain,25.193968,0.547050,0.961383,0.231980,55,104,65,180,54,109,62,181,12588.190940,601.069887,109.001828,13987.450582,657.928137,119.377087,1399.259642,56.858249,10.375259
ai,10,10,120,129,0.030000,0.050000,rain,23.335926,0.501746,0.884318,0.198415,63,64,58,169,60,65,56,168,11179.599407,535.514846,98.002631,11893.414083,556.518272,90.715846,713.814676,21.003426,-7.286785
ai,10,10,130,139,0.030000,0.050000,rain,25.082288,0.641874,0.950258,0.243332,79,79,68,120,77,76,67,114,9693.763344,479.569521,84.853970,9780.135816,495.327484,82.676077,86.372472,15.757963,-2.177892
ai,10,10,140,149,0.030000,0.050000,clear,25.814370,0.000000,0.487370,0.173916,59,129,38,163,59,126,38,162,10597.473762,518.653964,92.362934,9868.249167,530.428874,91.634476,-729.224595,11.774910,-0.728458
ai,10,10,150,159,0.030000,0.050000,heat,34.770092,0.000000,0.555807,0.103042,65,120,74,155,66,125,75,149,11375.173349,560.179118,98.528182,11770.117778,517.340032,96.166241,394.944429,-42.839087,-2.361941
ai,10,10,160,169,0.030000,0.050000,heat,34.570943,0.000000,0.578193,0.089138,61,110,89,189,61,109,89,185,13309.485685,641.959208,114.227316,14288.193791,665.645799,121.683135,978.708106,23.686592,7.455818
ai,10,10,170,179,0.030000,0.050000,clear,26.092644,0.037011,0.510085,0.172135,57,102,121,161,57,102,126,165,12670.029710,623.042275,109.285616,12430.334378,626.031311,100.938413,-239.695333,2.989036,-8.347204
ai,10,10,180,189,0.030000,0.050000,rain,24.145856,0.462124,0.980439,0.162002,53,118,72,223,52,117,75,213,14599.146473,696.897273,127.628688,15350.213163,702.291069,125.670623,751.066690,5.393796,-1.958065
ai,10,10,190,199,0.030000,0.050000,heat,36.405004,0.000000,0.514913,0.129020,36,134,66,182,37,135,67,181,12258.188881,594.564850,106.617912,12015.615263,528.112710,97.820198,-242.573618,-66.452140,-8.797714
fixed,11,10,0,9,0.030000,0.050000,humid,30.325810,0.000000,0.798688,0.174395,0,17,0,64,0,17,0,61,3376.737263,144.766885,28.134698,3464.987959,165.773795,29.742156,88.250696,21.006910,1.607458
fixed,11,10,10,19,0.030000,0.050000,clear,25.937432,0.000000,0.531050,0.172906,7,48,43,99,7,49,45,101,6577.412102,306.631588,55.516300,6516.628153,314.180039,57.693724,-60.783948,7.548451,2.177424
fixed,11,10,20,29,0.030000,0.050000,rain,23.836814,0.532183,0.916040,0.210763,15,52,97,118,15,52,101,116,9591.340639,455.243625,81.170178,8361.285690,448.253195,89.807342,-1230.054949,-6.990430,8.637164
fixed,11,10,30,39,0.030000,0.050000,humid,32.042146,0.033512,0.765892,0.120196,7,47,66,188,7,47,65,184,11214.255897,518.085981,96.523045,11531.598794,535.509182,98.291452,317.342897,17.423200,1.768407
fixed,11,10,40,49,0.030000,0.050000,humid,28.539417,0.073647,0.808295,0.117313,9,44,91,201,9,45,92,194,12495.669644,577.625972,105.986069,12503.470889,472.871907,105.810668,7.801245,-104.754066,-0.175401
fixed,11,10,50,59,0.030000,0.050000,rain,25.312159,0.506141,0.932844,0.231492,20,36,165,149,19,35,168,143,12421.980202,604.730759,105.938310,13148.059665,637.784001,108.612482,726.079463,33.053242,2.674172
fixed,11,10,60,69,0.030000,0.050000,rain,23.559092,0.488510,1.000000,0.252277,13,52,133,174,13,52,130,167,12514.824449,608.223809,109.508324,12313.185748,606.059496,117.546069,-201.638701,-2.164313,8.037745
fixed,11,10,70,79,0.030000,0.050000,humid,31.562864,0.093037,0.758834,0.128087,6,70,117,226,6,74,115,230,15202.941296,699.448286,129.076506,14568.713279,688.910479,140.571660,-634.228017,-10.537807,11.495154
fixed,11,10,80,89,0.030000,0.050000,heat,35.973551,0.095008,0.652708,0.053690,23,48,104,198,22,48,106,204,13016.483593,611.123003,111.354677,12511.852062,659.373947,106.987739,-504.631531,48.250944,-4.366938
fixed,11,10,90,99,0.030000,0.050000,heat,35.710096,0.012960,0.614201,0.078262,31,36,125,152,30,36,125,147,10896.584579,532.958479,93.528500,9897.593392,537.787585,103.159429,-998.991188,4.829106,9.630928
fixed,11,10,100,109,0.030000,0.050000,rain,23.427202,0.595686,0.874267,0.237999,30,43,116,140,29,44,119,133,10977.064333,529.578255,95.004455,10314.702961,515.239940,97.392347,-662.361373,-14.338315,2.387892
fixed,11,10,110,119,0.030000,0.050000,rain,23.030668,0.496307,0.936355,0.212815,34,34,126,82,33,36,122,81,8694.015172,428.324999,74.514854,8579.973363,457.248544,76.560422,-114.041809,28.923545,2.045569
fixed,11,10,120,129,0.030000,0.050000,rain,25.855962,0.507137,0.964584,0.249165,36,63,135,76,37,64,137,75,8848.576299,446.159682,76.576856,8805.327015,445.628838,80.770824,-43.249284,-0.530844,4.193968
fixed,11,10,130,139,0.030000,0.050000,humid,30.841561,0.063667,0.741900,0.157657,21,93,76,213,21,95,77,221,12866.234401,610.775593,111.348010,12062.651194,608.877900,120.811991,-803.583206,-1.897694,9.463981
fixed,11,10,140,149,0.030000,0.050000,heat,35.094563,0.000000,0.503783,0.076551,34,48,189,118,34,48,188,113,11601.814531,578.213450,98.317706,11896.097983,574.206471,98.441608,294.283452,-4.006979,0.123903
fixed,11,10,150,159,0.030000,0.050000,clear,30.402041,0.000000,0.412623,0.234895,58,36,209,136,55,36,212,136,12702.033971,641.422336,107.056144,12030.283143,624.053754,101.488807,-671.750828,-17.368582,-5.567337
fixed,11,10,160,169,0.030000,0.050000,rain,23.378826,0.569151,0.946134,0.206290,33,103,123,230,32,104,122,227,15845.576210,768.952526,138.736934,15773.381407,682.640411,139.759200,-72.194803,-86.312115,1.022266
fixed,11,10,170,179,0.030000,0.050000,rain,25.069444,0.569034,0.922848,0.187691,68,62,180,167,71,62,188,162,15329.582952,747.943440,130.930478,17878.512434,698.776511,127.295876,2548.929483,-49.166929,-3.634602
fixed,11,10,180,189,0.030000,0.050000,rain,22.854504,0.584995,0.908730,0.226469,87,79,247,91,86,80,235,93,14347.719208,739.484322,121.805199,14497.869987,802.293758,120.029841,150.150779,62.809436,-1.775359
fixed,11,10,190,199,0.030000,0.050000,clear,30.102417,0.000000,0.420113,0.193654,84,93,144,184,81,90,152,187,14510.475149,721.089104,125.031972,14941.404046,661.055463,123.692369,430.928897,-60.033641,-1.339602
ai,11,10,0,9,0.030000,0.050000,heat,34.905937,0.012905,0.570594,0.092407,0,17,0,64,0,17,0,63,3401.859583,145.631197,28.425936,3667.202930,147.005045,29.672703,265.343347,1.373848,1.246767
ai,11,10,10,19,0.030000,0.050000,humid,29.774200,0.135776,0.807921,0.130350,5,50,26,116,5,51,25,112,6807.978946,315.384902,58.434141,7582.233093,303.219950,56.308305,774.254147,-12.164952,-2.125835
ai,11,10,20,29,0.030000,0.050000,heat,34.305534,0.025477,0.618062,0.063031,29,44,64,154,29,46,66,159,10064.869657,466.978970,85.284889,10256.548464,431.290758,87.719487,191.678808,-35.688212,2.434598
ai,11,10,30,39,0.030000,0.050000,heat,33.326124,0.000000,0.572695,0.115374,26,51,54,170,26,51,53,164,10171.392224,478.366540,88.390451,10062.378158,438.365138,85.776733,-109.014066,-40.001401,-2.613718
ai,11,10,40,49,0.030000,0.050000,heat,35.519556,0.000631,0.603964,0.149496,18,53,69,222,18,54,71,229,13684.957213,616.261031,115.636447,14378.529814,592.281820,119.832939,693.572601,-23.979211,4.196492
ai,11,10,50,59,0.030000,0.050000,heat,35.944063,0.040956,0.603162,0.092562,13,45,80,188,13,44,80,179,11752.617116,547.081305,100.483428,12691.324666,506.784054,95.004346,938.707550,-40.297252,-5.479083
ai,11,10,60,69,0.030000,0.050000,clear,26.355353,0.047157,0.497614,0.212512,16,41,111,121,15,40,116,128,9305.222314,451.046028,79.575929,9339.848492,460.337917,95.272440,34.626179,9.291889,15.696511
ai,11,10,70,79,0.030000,0.050000,heat,35.819804,0.000000,0.557901,0.074946,5,72,62,210,5,73,61,209,12821.096213,583.489801,109.460623,13309.566509,585.841005,113.300349,488.470296,2.351204,3.839726
ai,11,10,80,89,0.030000,0.050000,clear,29.372050,0.029814,0.517636,0.163264,26,45,63,196,26,45,65,189,11535.572391,535.564549,98.551955,11362.861879,570.130691,102.247902,-172.710511,34.566142,3.695947
ai,11,10,90,99,0.030000,0.050000,humid,31.747468,0.057949,0.772705,0.133024,30,39,101,132,32,40,106,135,9984.799271,475.750834,84.427709,10072.239218,481.843513,78.975740,87.439947,6.092679,-5.451969
ai,11,10,100,109,0.030000,0.050000,heat,36.206204,0.053047,0.571373,0.087889,17,40,50,140,17,39,47,140,8647.822050,403.697627,74.909374,8406.915196,424.603574,80.019613,-240.906854,20.905948,5.110239
ai,11,10,110,119,0.030000,0.050000,heat,34.971090,0.000000,0.550003,0.073440,12,43,60,102,12,44,59,104,7295.654844,343.098265,61.873918,6459.864228,346.442112,64.863738,-835.790617,3.343846,2.989820
ai,11,10,120,129,0.030000,0.050000,rain,23.001716,0.519566,0.948697,0.254865,21,64,48,113,20,62,47,110,7977.431736,377.426853,69.897269,7741.146378,348.689247,73.418096,-236.285358,-28.737606,3.520827
ai,11,10,130,139,0.030000,0.050000,clear,26.074051,0.000000,0.514655,0.225296,56,47,87,124,59,46,86,123,9169.682738,445.688879,78.154739,9306.101875,467.220684,81.577925,136.419137,21.531805,3.423186
ai,11,10,140,149,0.030000,0.050000,clear,28.487686,0.000000,0.443969,0.190304,7,94,94,168,7,97,94,168,11317.883232,541.553347,97.740468,11408.997386,550.804957,111.581582,91.114155,9.251610,13.841114
ai,11,10,150,159,0.030000,0.050000,rain,24.238389,0.564093,0.938179,0.187496,19,59,97,180,19,60,102,182,12376.387328,587.285297,107.282897,13712.516609,535.364858,107.257594,1336.129281,-51.920439,-0.025303
ai,11,10,160,169,0.030000,0.050000,rain,24.160261,0.569660,0.886567,0.201587,27,73,113,147,27,69,113,146,11971.426568,573.677043,102.754607,12105.991858,554.327389,108.382143,134.565290,-19.349654,5.627537
ai,11,10,170,179,0.030000,0.050000,clear,27.705121,0.000000,0.455060,0.181336,42,64,94,177,42,63,93,173,12069.684350,577.542049,102.622279,12891.181045,612.672054,107.389774,821.496696,35.130005,4.767495
ai,11,10,180,189,0.030000,0.050000,rain,26.482177,0.539426,0.961156,0.218225,57,96,88,198,58,97,92,196,14485.487821,684.599379,123.973417,14190.942215,684.163208,133.175917,-294.545606,-0.436171,9.202500
ai,11,10,190,199,0.030000,0.050000,humid,30.039157,0.085518,0.759707,0.211907,69,92,82,121,67,90,80,123,10244.234440,504.624813,88.024617,10279.778763,488.220527,87.855097,35.544323,-16.404286,-0.169519
